SiteID,1342021,Site Timezone,-6,Data Timezone,0,Longitude,-95.1383056641,Latitude,35.0348892212
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,1,1,0,0,9.11
2011,1,1,0,5,9.23
2011,1,1,0,10,9.43
2011,1,1,0,15,9.620000000000001
2011,1,1,0,20,9.68
2011,1,1,0,25,9.71
2011,1,1,0,30,9.790000000000001
2011,1,1,0,35,9.73
2011,1,1,0,40,9.450000000000001
2011,1,1,0,45,9.11
2011,1,1,0,50,8.75
2011,1,1,0,55,8.45
2011,1,1,1,0,8.35
2011,1,1,1,5,8.55
2011,1,1,1,10,9.02
2011,1,1,1,15,9.25
2011,1,1,1,20,9.07
2011,1,1,1,25,8.92
2011,1,1,1,30,9.24
2011,1,1,1,35,9.74
2011,1,1,1,40,9.84
2011,1,1,1,45,10.05
2011,1,1,1,50,10.24
2011,1,1,1,55,10.06
2011,1,1,2,0,9.56
2011,1,1,2,5,9.66
2011,1,1,2,10,10.18
2011,1,1,2,15,10.13
2011,1,1,2,20,9.88
2011,1,1,2,25,9.39
2011,1,1,2,30,9.25
2011,1,1,2,35,9.540000000000001
2011,1,1,2,40,9.31
2011,1,1,2,45,9.16
2011,1,1,2,50,9.67
2011,1,1,2,55,10.14
2011,1,1,3,0,10.41
2011,1,1,3,5,10.42
2011,1,1,3,10,10.200000000000001
2011,1,1,3,15,9.67
2011,1,1,3,20,9.120000000000001
2011,1,1,3,25,8.870000000000001
2011,1,1,3,30,8.71
2011,1,1,3,35,8.41
2011,1,1,3,40,8.52
2011,1,1,3,45,9.77
2011,1,1,3,50,10.93
2011,1,1,3,55,10.92
2011,1,1,4,0,11.27
2011,1,1,4,5,10.450000000000001
2011,1,1,4,10,10.790000000000001
2011,1,1,4,15,11.57
2011,1,1,4,20,11.46
2011,1,1,4,25,10.790000000000001
2011,1,1,4,30,10.16
2011,1,1,4,35,9.39
2011,1,1,4,40,8.52
2011,1,1,4,45,7.9
2011,1,1,4,50,7.79
2011,1,1,4,55,8.03
2011,1,1,5,0,8.38
2011,1,1,5,5,8.6
2011,1,1,5,10,8.65
2011,1,1,5,15,8.56
2011,1,1,5,20,8.4
2011,1,1,5,25,8.23
2011,1,1,5,30,8.11
2011,1,1,5,35,8.05
2011,1,1,5,40,8.08
2011,1,1,5,45,8.21
2011,1,1,5,50,8.3
2011,1,1,5,55,8.4
2011,1,1,6,0,8.32
2011,1,1,6,5,7.98
2011,1,1,6,10,7.43
2011,1,1,6,15,6.92
2011,1,1,6,20,6.68
2011,1,1,6,25,6.69
2011,1,1,6,30,6.74
2011,1,1,6,35,6.890000000000001
2011,1,1,6,40,7.23
2011,1,1,6,45,7.65
2011,1,1,6,50,8.16
2011,1,1,6,55,8.700000000000001
2011,1,1,7,0,9.16
2011,1,1,7,5,9.5
2011,1,1,7,10,9.78
2011,1,1,7,15,9.96
2011,1,1,7,20,10.02
2011,1,1,7,25,10.09
2011,1,1,7,30,10.15
2011,1,1,7,35,10.21
2011,1,1,7,40,10.22
2011,1,1,7,45,10.16
2011,1,1,7,50,10.040000000000001
2011,1,1,7,55,9.88
2011,1,1,8,0,9.63
2011,1,1,8,5,9.43
2011,1,1,8,10,9.42
2011,1,1,8,15,9.56
2011,1,1,8,20,9.75
2011,1,1,8,25,9.82
2011,1,1,8,30,9.71
2011,1,1,8,35,9.700000000000001
2011,1,1,8,40,9.86
2011,1,1,8,45,10.05
2011,1,1,8,50,10.21
2011,1,1,8,55,10.27
2011,1,1,9,0,10.200000000000001
2011,1,1,9,5,10.07
2011,1,1,9,10,9.56
2011,1,1,9,15,9.450000000000001
2011,1,1,9,20,9.450000000000001
2011,1,1,9,25,9.55
2011,1,1,9,30,9.6
2011,1,1,9,35,9.68
2011,1,1,9,40,9.69
2011,1,1,9,45,9.48
2011,1,1,9,50,9.36
2011,1,1,9,55,9.370000000000001
2011,1,1,10,0,9.38
2011,1,1,10,5,9.32
2011,1,1,10,10,9.41
2011,1,1,10,15,9.35
2011,1,1,10,20,9.3
2011,1,1,10,25,9.3
2011,1,1,10,30,9.15
2011,1,1,10,35,9.07
2011,1,1,10,40,8.91
2011,1,1,10,45,8.77
2011,1,1,10,50,8.73
2011,1,1,10,55,8.66
2011,1,1,11,0,8.73
2011,1,1,11,5,8.8
2011,1,1,11,10,8.790000000000001
2011,1,1,11,15,8.73
2011,1,1,11,20,8.65
2011,1,1,11,25,8.58
2011,1,1,11,30,8.540000000000001
2011,1,1,11,35,8.43
2011,1,1,11,40,8.370000000000001
2011,1,1,11,45,8.4
2011,1,1,11,50,8.43
2011,1,1,11,55,8.43
2011,1,1,12,0,8.4
2011,1,1,12,5,8.35
2011,1,1,12,10,8.290000000000001
2011,1,1,12,15,8.32
2011,1,1,12,20,8.46
2011,1,1,12,25,8.63
2011,1,1,12,30,8.790000000000001
2011,1,1,12,35,8.96
2011,1,1,12,40,9.18
2011,1,1,12,45,9.32
2011,1,1,12,50,9.450000000000001
2011,1,1,12,55,9.53
2011,1,1,13,0,9.5
2011,1,1,13,5,9.35
2011,1,1,13,10,9.28
2011,1,1,13,15,9.28
2011,1,1,13,20,9.21
2011,1,1,13,25,9.13
2011,1,1,13,30,8.99
2011,1,1,13,35,8.870000000000001
2011,1,1,13,40,8.8
2011,1,1,13,45,8.68
2011,1,1,13,50,8.58
2011,1,1,13,55,8.57
2011,1,1,14,0,8.68
2011,1,1,14,5,8.790000000000001
2011,1,1,14,10,8.73
2011,1,1,14,15,8.57
2011,1,1,14,20,8.5
2011,1,1,14,25,8.43
2011,1,1,14,30,8.35
2011,1,1,14,35,8.33
2011,1,1,14,40,8.290000000000001
2011,1,1,14,45,8.23
2011,1,1,14,50,8.18
2011,1,1,14,55,8.15
2011,1,1,15,0,8.23
2011,1,1,15,5,8.370000000000001
2011,1,1,15,10,8.370000000000001
2011,1,1,15,15,8.21
2011,1,1,15,20,8.05
2011,1,1,15,25,8
2011,1,1,15,30,8
2011,1,1,15,35,8.01
2011,1,1,15,40,7.930000000000001
2011,1,1,15,45,7.82
2011,1,1,15,50,7.73
2011,1,1,15,55,7.66
2011,1,1,16,0,7.62
2011,1,1,16,5,7.63
2011,1,1,16,10,7.65
2011,1,1,16,15,7.640000000000001
2011,1,1,16,20,7.57
2011,1,1,16,25,7.48
2011,1,1,16,30,7.4
2011,1,1,16,35,7.3500000000000005
2011,1,1,16,40,7.3
2011,1,1,16,45,7.33
2011,1,1,16,50,7.42
2011,1,1,16,55,7.54
2011,1,1,17,0,7.62
2011,1,1,17,5,7.61
2011,1,1,17,10,7.57
2011,1,1,17,15,7.54
2011,1,1,17,20,7.46
2011,1,1,17,25,7.390000000000001
2011,1,1,17,30,7.32
2011,1,1,17,35,7.2700000000000005
2011,1,1,17,40,7.18
2011,1,1,17,45,7.04
2011,1,1,17,50,6.94
2011,1,1,17,55,6.88
2011,1,1,18,0,6.79
2011,1,1,18,5,6.72
2011,1,1,18,10,6.68
2011,1,1,18,15,6.62
2011,1,1,18,20,6.54
2011,1,1,18,25,6.5
2011,1,1,18,30,6.48
2011,1,1,18,35,6.43
2011,1,1,18,40,6.36
2011,1,1,18,45,6.3
2011,1,1,18,50,6.24
2011,1,1,18,55,6.17
2011,1,1,19,0,6.15
2011,1,1,19,5,6.12
2011,1,1,19,10,6.09
2011,1,1,19,15,6.0600000000000005
2011,1,1,19,20,6.0200000000000005
2011,1,1,19,25,5.95
2011,1,1,19,30,5.88
2011,1,1,19,35,5.8500000000000005
2011,1,1,19,40,5.8500000000000005
2011,1,1,19,45,5.83
2011,1,1,19,50,5.79
2011,1,1,19,55,5.76
2011,1,1,20,0,5.75
2011,1,1,20,5,5.73
2011,1,1,20,10,5.69
2011,1,1,20,15,5.65
2011,1,1,20,20,5.63
2011,1,1,20,25,5.6000000000000005
2011,1,1,20,30,5.59
2011,1,1,20,35,5.63
2011,1,1,20,40,5.67
2011,1,1,20,45,5.66
2011,1,1,20,50,5.64
2011,1,1,20,55,5.61
2011,1,1,21,0,5.55
2011,1,1,21,5,5.47
2011,1,1,21,10,5.43
2011,1,1,21,15,5.42
2011,1,1,21,20,5.43
2011,1,1,21,25,5.42
2011,1,1,21,30,5.39
2011,1,1,21,35,5.3100000000000005
2011,1,1,21,40,5.19
2011,1,1,21,45,5.08
2011,1,1,21,50,5.08
2011,1,1,21,55,5.16
2011,1,1,22,0,5.23
2011,1,1,22,5,5.22
2011,1,1,22,10,5.16
2011,1,1,22,15,5.05
2011,1,1,22,20,4.9
2011,1,1,22,25,4.83
2011,1,1,22,30,4.86
2011,1,1,22,35,5.07
2011,1,1,22,40,5.25
2011,1,1,22,45,5.37
2011,1,1,22,50,5.5200000000000005
2011,1,1,22,55,5.6000000000000005
2011,1,1,23,0,5.61
2011,1,1,23,5,5.63
2011,1,1,23,10,5.69
2011,1,1,23,15,5.75
2011,1,1,23,20,5.79
2011,1,1,23,25,5.7700000000000005
2011,1,1,23,30,5.73
2011,1,1,23,35,5.7
2011,1,1,23,40,5.68
2011,1,1,23,45,5.62
2011,1,1,23,50,5.55
2011,1,1,23,55,5.51
2011,1,2,0,0,5.5200000000000005
2011,1,2,0,5,5.59
2011,1,2,0,10,5.73
2011,1,2,0,15,5.86
2011,1,2,0,20,5.95
2011,1,2,0,25,6
2011,1,2,0,30,6.0200000000000005
2011,1,2,0,35,6.05
2011,1,2,0,40,6.140000000000001
2011,1,2,0,45,6.2700000000000005
2011,1,2,0,50,6.37
2011,1,2,0,55,6.390000000000001
2011,1,2,1,0,6.41
2011,1,2,1,5,6.41
2011,1,2,1,10,6.390000000000001
2011,1,2,1,15,6.3500000000000005
2011,1,2,1,20,6.3
2011,1,2,1,25,6.26
2011,1,2,1,30,6.28
2011,1,2,1,35,6.3100000000000005
2011,1,2,1,40,6.36
2011,1,2,1,45,6.51
2011,1,2,1,50,6.68
2011,1,2,1,55,6.8100000000000005
2011,1,2,2,0,6.8100000000000005
2011,1,2,2,5,6.69
2011,1,2,2,10,6.5
2011,1,2,2,15,6.3
2011,1,2,2,20,6.140000000000001
2011,1,2,2,25,6.0200000000000005
2011,1,2,2,30,5.95
2011,1,2,2,35,5.91
2011,1,2,2,40,5.92
2011,1,2,2,45,5.95
2011,1,2,2,50,5.94
2011,1,2,2,55,5.92
2011,1,2,3,0,5.94
2011,1,2,3,5,6
2011,1,2,3,10,6.07
2011,1,2,3,15,6.13
2011,1,2,3,20,6.140000000000001
2011,1,2,3,25,6.12
2011,1,2,3,30,6.1000000000000005
2011,1,2,3,35,6.05
2011,1,2,3,40,5.94
2011,1,2,3,45,5.83
2011,1,2,3,50,5.72
2011,1,2,3,55,5.62
2011,1,2,4,0,5.55
2011,1,2,4,5,5.44
2011,1,2,4,10,5.36
2011,1,2,4,15,5.28
2011,1,2,4,20,5.21
2011,1,2,4,25,5.14
2011,1,2,4,30,5.07
2011,1,2,4,35,5
2011,1,2,4,40,4.95
2011,1,2,4,45,4.9
2011,1,2,4,50,4.8500000000000005
2011,1,2,4,55,4.74
2011,1,2,5,0,4.61
2011,1,2,5,5,4.47
2011,1,2,5,10,4.32
2011,1,2,5,15,4.19
2011,1,2,5,20,4.07
2011,1,2,5,25,3.96
2011,1,2,5,30,3.86
2011,1,2,5,35,3.7
2011,1,2,5,40,3.5700000000000003
2011,1,2,5,45,3.5
2011,1,2,5,50,3.52
2011,1,2,5,55,3.5500000000000003
2011,1,2,6,0,3.5100000000000002
2011,1,2,6,5,3.49
2011,1,2,6,10,3.49
2011,1,2,6,15,3.44
2011,1,2,6,20,3.3200000000000003
2011,1,2,6,25,3.18
2011,1,2,6,30,3.09
2011,1,2,6,35,3.0700000000000003
2011,1,2,6,40,3.09
2011,1,2,6,45,3.1
2011,1,2,6,50,3.09
2011,1,2,6,55,3.02
2011,1,2,7,0,2.92
2011,1,2,7,5,2.83
2011,1,2,7,10,2.77
2011,1,2,7,15,2.67
2011,1,2,7,20,2.61
2011,1,2,7,25,2.57
2011,1,2,7,30,2.52
2011,1,2,7,35,2.49
2011,1,2,7,40,2.49
2011,1,2,7,45,2.5
2011,1,2,7,50,2.48
2011,1,2,7,55,2.45
2011,1,2,8,0,2.45
2011,1,2,8,5,2.47
2011,1,2,8,10,2.46
2011,1,2,8,15,2.48
2011,1,2,8,20,2.54
2011,1,2,8,25,2.65
2011,1,2,8,30,2.74
2011,1,2,8,35,2.8000000000000003
2011,1,2,8,40,2.84
2011,1,2,8,45,2.88
2011,1,2,8,50,2.93
2011,1,2,8,55,3.0500000000000003
2011,1,2,9,0,3.23
2011,1,2,9,5,3.36
2011,1,2,9,10,3.48
2011,1,2,9,15,3.59
2011,1,2,9,20,3.66
2011,1,2,9,25,3.7
2011,1,2,9,30,3.74
2011,1,2,9,35,3.8000000000000003
2011,1,2,9,40,3.87
2011,1,2,9,45,3.86
2011,1,2,9,50,3.83
2011,1,2,9,55,3.87
2011,1,2,10,0,3.88
2011,1,2,10,5,3.9
2011,1,2,10,10,3.9
2011,1,2,10,15,3.8000000000000003
2011,1,2,10,20,3.67
2011,1,2,10,25,3.47
2011,1,2,10,30,3.36
2011,1,2,10,35,3.45
2011,1,2,10,40,3.58
2011,1,2,10,45,3.64
2011,1,2,10,50,3.64
2011,1,2,10,55,3.65
2011,1,2,11,0,3.5500000000000003
2011,1,2,11,5,3.36
2011,1,2,11,10,3.25
2011,1,2,11,15,3.25
2011,1,2,11,20,3.29
2011,1,2,11,25,3.27
2011,1,2,11,30,3.21
2011,1,2,11,35,3.19
2011,1,2,11,40,3.11
2011,1,2,11,45,2.92
2011,1,2,11,50,2.81
2011,1,2,11,55,2.7
2011,1,2,12,0,2.71
2011,1,2,12,5,2.69
2011,1,2,12,10,2.64
2011,1,2,12,15,2.74
2011,1,2,12,20,2.7
2011,1,2,12,25,2.5300000000000002
2011,1,2,12,30,2.63
2011,1,2,12,35,2.69
2011,1,2,12,40,2.5100000000000002
2011,1,2,12,45,2.31
2011,1,2,12,50,2.33
2011,1,2,12,55,2.3000000000000003
2011,1,2,13,0,2.12
2011,1,2,13,5,1.95
2011,1,2,13,10,1.78
2011,1,2,13,15,1.58
2011,1,2,13,20,1.47
2011,1,2,13,25,1.42
2011,1,2,13,30,1.35
2011,1,2,13,35,1.28
2011,1,2,13,40,1.1400000000000001
2011,1,2,13,45,1.03
2011,1,2,13,50,1.09
2011,1,2,13,55,1.17
2011,1,2,14,0,1.2
2011,1,2,14,5,1.23
2011,1,2,14,10,1.25
2011,1,2,14,15,1.26
2011,1,2,14,20,1.27
2011,1,2,14,25,1.29
2011,1,2,14,30,1.31
2011,1,2,14,35,1.32
2011,1,2,14,40,1.34
2011,1,2,14,45,1.36
2011,1,2,14,50,1.32
2011,1,2,14,55,1.23
2011,1,2,15,0,1.1400000000000001
2011,1,2,15,5,1.08
2011,1,2,15,10,1.07
2011,1,2,15,15,1.05
2011,1,2,15,20,1.05
2011,1,2,15,25,1
2011,1,2,15,30,0.9500000000000001
2011,1,2,15,35,0.91
2011,1,2,15,40,0.89
2011,1,2,15,45,0.87
2011,1,2,15,50,0.85
2011,1,2,15,55,0.8200000000000001
2011,1,2,16,0,0.8200000000000001
2011,1,2,16,5,0.81
2011,1,2,16,10,0.78
2011,1,2,16,15,0.73
2011,1,2,16,20,0.67
2011,1,2,16,25,0.63
2011,1,2,16,30,0.6
2011,1,2,16,35,0.54
2011,1,2,16,40,0.46
2011,1,2,16,45,0.42
2011,1,2,16,50,0.39
2011,1,2,16,55,0.35000000000000003
2011,1,2,17,0,0.31
2011,1,2,17,5,0.27
2011,1,2,17,10,0.25
2011,1,2,17,15,0.27
2011,1,2,17,20,0.36
2011,1,2,17,25,0.49
2011,1,2,17,30,0.63
2011,1,2,17,35,0.81
2011,1,2,17,40,1.03
2011,1,2,17,45,1.26
2011,1,2,17,50,1.47
2011,1,2,17,55,1.6500000000000001
2011,1,2,18,0,1.8
2011,1,2,18,5,1.8900000000000001
2011,1,2,18,10,1.96
2011,1,2,18,15,2.02
2011,1,2,18,20,2.1
2011,1,2,18,25,2.19
2011,1,2,18,30,2.27
2011,1,2,18,35,2.34
2011,1,2,18,40,2.41
2011,1,2,18,45,2.47
2011,1,2,18,50,2.52
2011,1,2,18,55,2.5500000000000003
2011,1,2,19,0,2.58
2011,1,2,19,5,2.6
2011,1,2,19,10,2.59
2011,1,2,19,15,2.5500000000000003
2011,1,2,19,20,2.52
2011,1,2,19,25,2.48
2011,1,2,19,30,2.44
2011,1,2,19,35,2.42
2011,1,2,19,40,2.42
2011,1,2,19,45,2.43
2011,1,2,19,50,2.42
2011,1,2,19,55,2.44
2011,1,2,20,0,2.46
2011,1,2,20,5,2.49
2011,1,2,20,10,2.5300000000000002
2011,1,2,20,15,2.58
2011,1,2,20,20,2.62
2011,1,2,20,25,2.66
2011,1,2,20,30,2.69
2011,1,2,20,35,2.73
2011,1,2,20,40,2.7600000000000002
2011,1,2,20,45,2.79
2011,1,2,20,50,2.82
2011,1,2,20,55,2.87
2011,1,2,21,0,2.93
2011,1,2,21,5,3
2011,1,2,21,10,3.0500000000000003
2011,1,2,21,15,3.0700000000000003
2011,1,2,21,20,3.09
2011,1,2,21,25,3.08
2011,1,2,21,30,3.0500000000000003
2011,1,2,21,35,3.0300000000000002
2011,1,2,21,40,3.02
2011,1,2,21,45,3.0300000000000002
2011,1,2,21,50,3.1
2011,1,2,21,55,3.14
2011,1,2,22,0,3.15
2011,1,2,22,5,3.14
2011,1,2,22,10,3.13
2011,1,2,22,15,3.13
2011,1,2,22,20,3.16
2011,1,2,22,25,3.22
2011,1,2,22,30,3.31
2011,1,2,22,35,3.42
2011,1,2,22,40,3.54
2011,1,2,22,45,3.69
2011,1,2,22,50,3.84
2011,1,2,22,55,3.97
2011,1,2,23,0,4.11
2011,1,2,23,5,4.2700000000000005
2011,1,2,23,10,4.46
2011,1,2,23,15,4.65
2011,1,2,23,20,4.79
2011,1,2,23,25,4.86
2011,1,2,23,30,4.89
2011,1,2,23,35,4.9
2011,1,2,23,40,4.93
2011,1,2,23,45,4.99
2011,1,2,23,50,5.11
2011,1,2,23,55,5.29
2011,1,3,0,0,5.54
2011,1,3,0,5,5.86
2011,1,3,0,10,6.19
2011,1,3,0,15,6.44
2011,1,3,0,20,6.59
2011,1,3,0,25,6.640000000000001
2011,1,3,0,30,6.66
2011,1,3,0,35,6.76
2011,1,3,0,40,6.97
2011,1,3,0,45,7.22
2011,1,3,0,50,7.46
2011,1,3,0,55,7.66
2011,1,3,1,0,7.8
2011,1,3,1,5,7.9
2011,1,3,1,10,8
2011,1,3,1,15,8.120000000000001
2011,1,3,1,20,8.24
2011,1,3,1,25,8.34
2011,1,3,1,30,8.41
2011,1,3,1,35,8.46
2011,1,3,1,40,8.48
2011,1,3,1,45,8.49
2011,1,3,1,50,8.51
2011,1,3,1,55,8.53
2011,1,3,2,0,8.55
2011,1,3,2,5,8.56
2011,1,3,2,10,8.59
2011,1,3,2,15,8.64
2011,1,3,2,20,8.68
2011,1,3,2,25,8.69
2011,1,3,2,30,8.700000000000001
2011,1,3,2,35,8.72
2011,1,3,2,40,8.71
2011,1,3,2,45,8.67
2011,1,3,2,50,8.6
2011,1,3,2,55,8.53
2011,1,3,3,0,8.43
2011,1,3,3,5,8.33
2011,1,3,3,10,8.27
2011,1,3,3,15,8.24
2011,1,3,3,20,8.22
2011,1,3,3,25,8.17
2011,1,3,3,30,8.13
2011,1,3,3,35,8.1
2011,1,3,3,40,8.08
2011,1,3,3,45,8.05
2011,1,3,3,50,8.05
2011,1,3,3,55,8.040000000000001
2011,1,3,4,0,8.040000000000001
2011,1,3,4,5,8.03
2011,1,3,4,10,7.99
2011,1,3,4,15,7.930000000000001
2011,1,3,4,20,7.9
2011,1,3,4,25,7.87
2011,1,3,4,30,7.8100000000000005
2011,1,3,4,35,7.74
2011,1,3,4,40,7.67
2011,1,3,4,45,7.58
2011,1,3,4,50,7.49
2011,1,3,4,55,7.45
2011,1,3,5,0,7.46
2011,1,3,5,5,7.48
2011,1,3,5,10,7.5200000000000005
2011,1,3,5,15,7.58
2011,1,3,5,20,7.65
2011,1,3,5,25,7.71
2011,1,3,5,30,7.76
2011,1,3,5,35,7.82
2011,1,3,5,40,7.86
2011,1,3,5,45,7.88
2011,1,3,5,50,7.92
2011,1,3,5,55,7.99
2011,1,3,6,0,8.13
2011,1,3,6,5,8.28
2011,1,3,6,10,8.370000000000001
2011,1,3,6,15,8.42
2011,1,3,6,20,8.49
2011,1,3,6,25,8.59
2011,1,3,6,30,8.700000000000001
2011,1,3,6,35,8.81
2011,1,3,6,40,8.950000000000001
2011,1,3,6,45,9.040000000000001
2011,1,3,6,50,9.03
2011,1,3,6,55,8.92
2011,1,3,7,0,8.77
2011,1,3,7,5,8.66
2011,1,3,7,10,8.58
2011,1,3,7,15,8.49
2011,1,3,7,20,8.42
2011,1,3,7,25,8.370000000000001
2011,1,3,7,30,8.35
2011,1,3,7,35,8.35
2011,1,3,7,40,8.370000000000001
2011,1,3,7,45,8.43
2011,1,3,7,50,8.51
2011,1,3,7,55,8.66
2011,1,3,8,0,8.83
2011,1,3,8,5,8.99
2011,1,3,8,10,9.09
2011,1,3,8,15,9.14
2011,1,3,8,20,9.200000000000001
2011,1,3,8,25,9.26
2011,1,3,8,30,9.290000000000001
2011,1,3,8,35,9.290000000000001
2011,1,3,8,40,9.28
2011,1,3,8,45,9.27
2011,1,3,8,50,9.26
2011,1,3,8,55,9.27
2011,1,3,9,0,9.34
2011,1,3,9,5,9.44
2011,1,3,9,10,9.5
2011,1,3,9,15,9.52
2011,1,3,9,20,9.540000000000001
2011,1,3,9,25,9.58
2011,1,3,9,30,9.67
2011,1,3,9,35,9.73
2011,1,3,9,40,9.77
2011,1,3,9,45,9.81
2011,1,3,9,50,9.85
2011,1,3,9,55,9.88
2011,1,3,10,0,9.870000000000001
2011,1,3,10,5,9.84
2011,1,3,10,10,9.83
2011,1,3,10,15,9.84
2011,1,3,10,20,9.86
2011,1,3,10,25,9.92
2011,1,3,10,30,10
2011,1,3,10,35,10.07
2011,1,3,10,40,10.13
2011,1,3,10,45,10.19
2011,1,3,10,50,10.25
2011,1,3,10,55,10.31
2011,1,3,11,0,10.41
2011,1,3,11,5,10.51
2011,1,3,11,10,10.6
2011,1,3,11,15,10.64
2011,1,3,11,20,10.700000000000001
2011,1,3,11,25,10.75
2011,1,3,11,30,10.74
2011,1,3,11,35,10.68
2011,1,3,11,40,10.63
2011,1,3,11,45,10.61
2011,1,3,11,50,10.65
2011,1,3,11,55,10.73
2011,1,3,12,0,10.8
2011,1,3,12,5,10.870000000000001
2011,1,3,12,10,10.92
2011,1,3,12,15,10.91
2011,1,3,12,20,10.91
2011,1,3,12,25,10.93
2011,1,3,12,30,10.96
2011,1,3,12,35,11.03
2011,1,3,12,40,11.15
2011,1,3,12,45,11.28
2011,1,3,12,50,11.39
2011,1,3,12,55,11.5
2011,1,3,13,0,11.59
2011,1,3,13,5,11.700000000000001
2011,1,3,13,10,11.84
2011,1,3,13,15,12
2011,1,3,13,20,12.11
2011,1,3,13,25,12.19
2011,1,3,13,30,12.22
2011,1,3,13,35,12.16
2011,1,3,13,40,12.08
2011,1,3,13,45,12
2011,1,3,13,50,11.89
2011,1,3,13,55,11.84
2011,1,3,14,0,11.83
2011,1,3,14,5,11.76
2011,1,3,14,10,11.73
2011,1,3,14,15,11.72
2011,1,3,14,20,11.59
2011,1,3,14,25,11.52
2011,1,3,14,30,11.42
2011,1,3,14,35,11.28
2011,1,3,14,40,11.24
2011,1,3,14,45,11.15
2011,1,3,14,50,11.09
2011,1,3,14,55,10.99
2011,1,3,15,0,10.94
2011,1,3,15,5,10.52
2011,1,3,15,10,10.46
2011,1,3,15,15,10.58
2011,1,3,15,20,10.93
2011,1,3,15,25,11.09
2011,1,3,15,30,11.18
2011,1,3,15,35,10.92
2011,1,3,15,40,10.96
2011,1,3,15,45,11.05
2011,1,3,15,50,11.02
2011,1,3,15,55,11.18
2011,1,3,16,0,11.21
2011,1,3,16,5,11.200000000000001
2011,1,3,16,10,11.1
2011,1,3,16,15,11
2011,1,3,16,20,10.9
2011,1,3,16,25,10.870000000000001
2011,1,3,16,30,10.85
2011,1,3,16,35,10.950000000000001
2011,1,3,16,40,11.05
2011,1,3,16,45,11.16
2011,1,3,16,50,11.290000000000001
2011,1,3,16,55,11.34
2011,1,3,17,0,11.4
2011,1,3,17,5,11.48
2011,1,3,17,10,11.52
2011,1,3,17,15,11.49
2011,1,3,17,20,11.56
2011,1,3,17,25,11.59
2011,1,3,17,30,11.58
2011,1,3,17,35,11.61
2011,1,3,17,40,11.64
2011,1,3,17,45,11.66
2011,1,3,17,50,11.66
2011,1,3,17,55,11.64
2011,1,3,18,0,11.63
2011,1,3,18,5,11.63
2011,1,3,18,10,11.64
2011,1,3,18,15,11.61
2011,1,3,18,20,11.58
2011,1,3,18,25,11.55
2011,1,3,18,30,11.56
2011,1,3,18,35,11.57
2011,1,3,18,40,11.540000000000001
2011,1,3,18,45,11.48
2011,1,3,18,50,11.46
2011,1,3,18,55,11.47
2011,1,3,19,0,11.48
2011,1,3,19,5,11.49
2011,1,3,19,10,11.51
2011,1,3,19,15,11.52
2011,1,3,19,20,11.51
2011,1,3,19,25,11.53
2011,1,3,19,30,11.540000000000001
2011,1,3,19,35,11.51
2011,1,3,19,40,11.49
2011,1,3,19,45,11.46
2011,1,3,19,50,11.38
2011,1,3,19,55,11.32
2011,1,3,20,0,11.27
2011,1,3,20,5,11.19
2011,1,3,20,10,11.11
2011,1,3,20,15,11.09
2011,1,3,20,20,11.01
2011,1,3,20,25,10.96
2011,1,3,20,30,10.950000000000001
2011,1,3,20,35,10.91
2011,1,3,20,40,10.9
2011,1,3,20,45,10.91
2011,1,3,20,50,10.89
2011,1,3,20,55,10.950000000000001
2011,1,3,21,0,11.02
2011,1,3,21,5,11.01
2011,1,3,21,10,11.01
2011,1,3,21,15,11.05
2011,1,3,21,20,11.08
2011,1,3,21,25,11.13
2011,1,3,21,30,11.09
2011,1,3,21,35,11.26
2011,1,3,21,40,11.4
2011,1,3,21,45,11.5
2011,1,3,21,50,11.4
2011,1,3,21,55,11.24
2011,1,3,22,0,11.290000000000001
2011,1,3,22,5,11.38
2011,1,3,22,10,11.31
2011,1,3,22,15,11.27
2011,1,3,22,20,11.44
2011,1,3,22,25,11.55
2011,1,3,22,30,11.55
2011,1,3,22,35,11.55
2011,1,3,22,40,11.38
2011,1,3,22,45,11.22
2011,1,3,22,50,11.19
2011,1,3,22,55,11.14
2011,1,3,23,0,11.14
2011,1,3,23,5,11.19
2011,1,3,23,10,11.200000000000001
2011,1,3,23,15,11.23
2011,1,3,23,20,11.33
2011,1,3,23,25,11.5
2011,1,3,23,30,11.66
2011,1,3,23,35,11.75
2011,1,3,23,40,11.78
2011,1,3,23,45,11.790000000000001
2011,1,3,23,50,11.8
2011,1,3,23,55,11.82
2011,1,4,0,0,11.85
2011,1,4,0,5,11.870000000000001
2011,1,4,0,10,11.870000000000001
2011,1,4,0,15,11.86
2011,1,4,0,20,11.82
2011,1,4,0,25,11.8
2011,1,4,0,30,11.8
2011,1,4,0,35,11.82
2011,1,4,0,40,11.83
2011,1,4,0,45,11.8
2011,1,4,0,50,11.71
2011,1,4,0,55,11.64
2011,1,4,1,0,11.6
2011,1,4,1,5,11.49
2011,1,4,1,10,11.4
2011,1,4,1,15,11.33
2011,1,4,1,20,11.22
2011,1,4,1,25,11.17
2011,1,4,1,30,11.17
2011,1,4,1,35,11.14
2011,1,4,1,40,11.13
2011,1,4,1,45,11.11
2011,1,4,1,50,11.06
2011,1,4,1,55,11.02
2011,1,4,2,0,10.99
2011,1,4,2,5,10.96
2011,1,4,2,10,10.950000000000001
2011,1,4,2,15,10.97
